date,open,high,low,close,volume
2020-01-02,2.61842583,2.63537357,2.60995196,2.61842583,26868769
2020-01-03,2.6268997,2.65232131,2.55910874,2.6268997,36108790
2020-01-06,2.60995196,2.63537357,2.57605648,2.60995196,24898606
2020-01-07,2.59300422,2.63537357,2.59300422,2.60995196,24720838
2020-01-08,2.60147809,2.60995196,2.55910874,2.56758261,25877011
2020-01-09,2.58453035,2.60147809,2.55910874,2.59300422,22746502
2020-01-10,2.58453035,2.60995196,2.56758261,2.60147809,17618574
2020-01-13,2.60147809,2.60995196,2.56758261,2.60147809,14976260
2020-01-14,2.59300422,2.61842583,2.58453035,2.60147809,11343898
2020-01-15,2.58453035,2.60995196,2.55910874,2.55910874,14530050
2020-01-16,2.55910874,2.56758261,2.49979165,2.50826552,18019681
2020-01-17,2.51673939,2.55063487,2.50826552,2.53368713,14653860
2020-01-20,2.53368713,2.542161,2.50826552,2.50826552,8133971
2020-01-21,2.51673939,2.51673939,2.4574223,2.4574223,15666801
2020-01-22,2.44894843,2.51673939,2.41505295,2.49131778,14586381
2020-01-23,2.4574223,2.46589617,2.38963134,2.40657908,19799395
2020-02-03,2.16931072,2.24557555,2.16931072,2.24557555,39303250
2020-02-04,2.18625846,2.2879449,2.18625846,2.24557555,25400694
2020-02-05,2.25404942,2.30489264,2.24557555,2.26252329,20566401
2020-02-06,2.27099716,2.27947103,2.22862781,2.27099716,19938066
2020-02-07,2.25404942,2.26252329,2.23710168,2.25404942,14044242
2020-02-10,2.24557555,2.29641877,2.23710168,2.29641877,19236106
2020-02-11,2.2879449,2.38963134,2.2879449,2.33878812,23009900
2020-02-12,2.33031425,2.33878812,2.29641877,2.33878812,14690938
2020-02-13,2.33878812,2.34726199,2.30489264,2.30489264,14822481
2020-02-14,2.31336651,2.33031425,2.29641877,2.33031425,13909323
2020-02-17,2.33031425,2.36420973,2.32184038,2.35573586,16004078
2020-02-18,2.34726199,2.35573586,2.31336651,2.32184038,21154629
2020-02-19,2.32184038,2.33031425,2.30489264,2.31336651,17033509
2020-02-20,2.32184038,2.40657908,2.30489264,2.38115747,39536144
2020-02-21,2.38115747,2.38963134,2.34726199,2.36420973,19382190
2020-02-24,2.34726199,2.35573586,2.31336651,2.32184038,21008933
2020-02-25,2.30489264,2.30489264,2.25404942,2.2879449,28583941
2020-02-26,2.27947103,2.39810521,2.25404942,2.38115747,53616750
2020-02-27,2.36420973,2.41505295,2.35573586,2.39810521,30984350
2020-02-28,2.36420973,2.38115747,2.33031425,2.34726199,25921236
2020-03-02,2.34726199,2.44894843,2.33878812,2.43200069,38118738
2020-03-03,2.47437004,2.48284391,2.40657908,2.41505295,33658256
