epoch,train_loss,valid_loss
1,2.2587108082241483,2.2327212606157576
2,2.228067821926541,2.233642135347639
3,2.22591710973669,2.2338641711643765
4,2.22381149397956,2.2319416659218922
5,2.2218163631580494,2.2326714311327254
6,2.220020956463284,2.233944926943098
7,2.217829880891023,2.2385312829698836
8,2.216306306697704,2.2371998514447893
