epoch,train_loss,valid_loss
1,2.669072813457913,2.6115132740565707
2,2.5980837963245533,2.5837385654449463
3,2.579112918288619,2.5740721566336497
4,2.570920564510204,2.568733045033046
5,2.5638664651800087,2.5666165351867676
6,2.558042570396706,2.566403252737863
7,2.5526923338572183,2.568530934197562
8,2.5478807555304632,2.5727052688598633
9,2.543384975857205,2.5755346843174527
10,2.5390718513064914,2.5776658739362444
