epoch,train_loss,valid_loss
1,2.723888220610442,2.6402310643877303
2,2.6636661246970847,2.6317720072610036
3,2.655452048337018,2.6322264671325684
4,2.646869562290333,2.6288912977491106
5,2.638866592336584,2.6337084429604665
6,2.6336385055824563,2.632802792957851
7,2.6267299122280545,2.6341748578207835
8,2.618245583993417,2.6390223503112793
