date,open,high,low,close,volume
2020-01-02,5.74751784,6.28466904,5.72066028,6.20409636,69564797
2020-01-03,6.01609344,6.10561864,5.94447328,5.9534258,45399442
2020-01-06,5.88180564,6.10561864,5.88180564,5.9534258,29122040
2020-01-07,5.94447328,5.94447328,5.79228044,5.89075816,25737382
2020-01-08,5.8639006,5.8639006,5.65799264,5.6848502,27868786
2020-01-09,5.73856532,5.7743754,5.69380272,5.76542288,14777028
2020-01-10,5.79228044,5.819138,5.7296128,5.78332792,11444529
2020-01-13,5.78332792,5.78332792,5.65799264,5.76542288,14979341
2020-01-14,5.7743754,6.0877136,5.74751784,5.93552076,29954882
2020-01-15,5.91761572,5.91761572,5.7743754,5.84599556,18122767
2020-01-16,5.9086632,5.94447328,5.74751784,5.7743754,22013133
2020-01-17,5.7743754,5.7743754,5.61323004,5.62218256,16460198
2020-01-20,5.62218256,5.70275524,5.595325,5.64904012,12673913
2020-01-21,5.6400876,5.6400876,5.4610372,5.4610372,15927713
2020-01-22,5.45208468,5.54160988,5.31779688,5.49684728,16164804
2020-01-23,5.371512,5.47894224,5.21931916,5.29989184,18540326
2020-02-03,4.90598096,5.57741996,4.90598096,5.04922128,50511303
2020-02-04,5.06712632,5.29989184,5.06712632,5.26408176,22779523
2020-02-05,5.26408176,5.31779688,5.1924616,5.22827168,28094287
2020-02-06,5.2372242,5.29093932,5.11188892,5.24617672,20493820
2020-02-07,5.18350908,5.18350908,5.1029364,5.13874648,18195749
2020-02-10,5.13874648,5.22827168,5.08503136,5.16560404,19153277
2020-02-11,5.16560404,5.27303428,5.09398388,5.21931916,26674745
2020-02-12,5.21931916,5.26408176,5.15665152,5.21931916,17842168
2020-02-13,5.17455656,5.21931916,5.09398388,5.11188892,17674366
2020-02-14,5.07607884,5.147699,5.0134112,5.09398388,16811665
2020-02-17,5.08503136,5.24617672,5.06712632,5.22827168,24661269
2020-02-18,5.25512924,5.29093932,5.21036664,5.25512924,21440467
2020-02-19,5.26408176,5.29989184,5.18350908,5.2819868,23348509
2020-02-20,5.29989184,5.5057998,5.26408176,5.49684728,28661777
2020-02-21,5.46998972,5.49684728,5.40732208,5.45208468,18142010
2020-02-24,5.42522712,5.42522712,5.11188892,5.20141412,41106994
2020-02-25,5.12979396,5.12979396,5.03131624,5.12084144,30858675
2020-02-26,5.0581738,5.1924616,5.04026876,5.12979396,19098826
2020-02-27,5.12979396,5.17455656,5.0581738,5.06712632,19125305
2020-02-28,5.04922128,5.11188892,4.9686486,4.99550616,26876109
2020-03-02,5.11188892,5.25512924,5.0581738,5.24617672,28553802
2020-03-03,5.35360696,5.44313216,5.21036664,5.29989184,31144098
2020-03-04,5.2819868,5.3267494,5.20141412,5.26408176,17361870
2020-03-05,5.34465444,5.38941704,5.26408176,5.33570192,23398991
2020-03-06,5.2819868,5.33570192,5.24617672,5.25512924,18166408
2020-03-09,5.69380272,5.78332792,5.54160988,5.74751784,111878315
2020-03-10,5.9086632,5.9086632,5.5057998,5.65799264,76968920
2020-03-11,6.042951,6.2220014,5.96237832,6.2220014,68842566
2020-03-12,6.266764,6.8486778,6.14142872,6.56219716,151164734
2020-03-13,6.38314676,7.05458576,6.3562892,6.48162448,107065984
2020-03-16,6.8039152,6.8934404,6.2220014,6.3115266,104950402
2020-03-17,6.5353396,6.90239292,6.10561864,6.90239292,86587666
2020-03-18,7.1172534,7.2067786,6.6248648,6.8039152,95191096
2020-03-19,6.87553536,6.938203,6.24885896,6.48162448,90363479
2020-03-20,6.43686188,6.54429212,6.1772388,6.18619132,69671129
2020-03-23,5.96237832,6.042951,5.56846744,5.56846744,88437477
2020-03-24,5.7296128,5.76542288,5.42522712,5.54160988,52203581
2020-03-25,5.6848502,5.6848502,5.47894224,5.58637248,44915264
2020-03-26,5.65799264,6.1324762,5.60427752,5.88180564,68530562
2020-03-27,5.9981884,6.23095392,5.94447328,6.06085604,54311916
2020-03-30,6.25781148,6.41000432,6.1772388,6.32943164,42879584
2020-03-31,6.6696274,6.95610804,6.39209928,6.71439,78599167
2020-04-01,6.60695976,6.70543748,6.32943164,6.51743456,52681856
2020-04-02,6.50848204,6.95610804,6.37419424,6.8486778,62316175
2020-04-03,6.52638708,6.78601016,6.4010518,6.4010518,81856823
2020-04-07,6.66067488,7.00982316,6.4010518,6.92029796,86087702
