date,open,high,low,close,volume
2020-01-02,3.83972273,3.88341801,3.823337,3.8779561,4828620.0
2020-01-03,3.8779561,3.89980374,3.86703228,3.88887992,3165970.0
2020-01-06,3.86157037,3.92711329,3.85610846,3.8779561,6636247.0
2020-01-07,3.88341801,3.95442284,3.88341801,3.94896093,5729382.0
2020-01-08,3.9325752,3.94896093,3.85064655,3.86703228,5277081.0
2020-01-09,3.89980374,3.91618947,3.87249419,3.89434183,3633880.0
2020-01-10,3.91618947,3.92165138,3.86157037,3.88887992,3090033.0
2020-01-13,3.89434183,3.89434183,3.83972273,3.87249419,4671928.0
2020-01-14,3.89980374,3.91618947,3.87249419,3.91072756,5222734.0
2020-01-15,3.91072756,3.91618947,3.84518464,3.86703228,3888247.0
2020-01-16,3.86703228,3.87249419,3.80148936,3.80695127,3200795.0
2020-01-17,3.81241318,3.83972273,3.78510363,3.80148936,2084032.0
2020-01-20,3.80148936,3.83972273,3.76325599,3.83426082,3100516.0
2020-01-21,3.82879891,3.83426082,3.7687179,3.77964172,2931835.0
2020-01-22,3.77417981,3.81787509,3.70317498,3.79602745,3252913.0
2020-01-23,3.77417981,3.79056554,3.6594797,3.69771307,3969100.0
2020-02-03,3.32630319,3.32630319,3.32630319,3.32630319,1007600.0
2020-02-04,3.0586696,3.34268892,3.0586696,3.26622218,7222538.0
2020-02-05,3.28806982,3.35361274,3.25529836,3.32084128,4881648.0
2020-02-06,3.32084128,3.35907465,3.28806982,3.34815083,4560663.0
2020-02-07,3.34268892,3.36999847,3.28806982,3.32630319,3400736.0
2020-02-10,3.28260791,3.38092229,3.28260791,3.36999847,3354661.0
2020-02-11,3.36999847,3.40823184,3.35361274,3.39730802,3278563.0
2020-02-12,3.3863842,3.41369375,3.36999847,3.40276993,3294140.0
2020-02-13,3.40823184,3.41915566,3.36453656,3.36453656,2845758.0
2020-02-14,3.35361274,3.39730802,3.35361274,3.3863842,2229695.0
2020-02-17,3.3863842,3.51200813,3.37546038,3.50654622,3911890.0
2020-02-18,3.50654622,3.54477959,3.47923667,3.51200813,2967662.0
2020-02-19,3.51200813,3.57755105,3.48469858,3.50108431,3478440.0
2020-02-20,3.53385577,3.57208914,3.51200813,3.56116532,3793941.0
2020-02-21,3.55570341,3.61032251,3.53931768,3.58847487,4039907.0
2020-02-24,3.56662723,3.58301296,3.4956224,3.55570341,4529570.0
2020-02-25,3.48469858,3.50108431,3.39184611,3.48469858,5904827.0
2020-02-26,3.46285094,3.53385577,3.42461757,3.49016049,5244120.0
