datetime,symbol,date,time,period,open,high,low,close,volume,amount
2025-01-02 09:45:00,600120,2025-01-02,09:45:00,15,4.66,4.67,4.58,4.62,7893300,36399904.0
2025-01-02 10:00:00,600120,2025-01-02,10:00:00,15,4.62,4.67,4.61,4.64,4056800,18832932.0
2025-01-02 10:15:00,600120,2025-01-02,10:15:00,15,4.64,4.66,4.6,4.61,1825100,8446132.0
2025-01-02 10:30:00,600120,2025-01-02,10:30:00,15,4.61,4.66,4.6,4.66,2237200,10371564.0
2025-01-02 10:45:00,600120,2025-01-02,10:45:00,15,4.66,4.68,4.63,4.64,2532900,11790616.0
2025-01-02 11:00:00,600120,2025-01-02,11:00:00,15,4.64,4.67,4.63,4.66,1642700,7649184.0
2025-01-02 11:15:00,600120,2025-01-02,11:15:00,15,4.66,4.66,4.62,4.63,1417300,6568752.0
2025-01-02 11:30:00,600120,2025-01-02,11:30:00,15,4.63,4.63,4.61,4.61,863500,3986832.0
2025-01-02 13:15:00,600120,2025-01-02,13:15:00,15,4.61,4.62,4.6,4.6,2222300,10233256.0
2025-01-02 13:30:00,600120,2025-01-02,13:30:00,15,4.6,4.61,4.57,4.59,2549800,11692592.0
2025-01-02 13:45:00,600120,2025-01-02,13:45:00,15,4.59,4.6,4.57,4.57,2188000,10028680.0
2025-01-02 14:00:00,600120,2025-01-02,14:00:00,15,4.57,4.58,4.55,4.58,4509300,20568816.0
2025-01-02 14:15:00,600120,2025-01-02,14:15:00,15,4.57,4.58,4.52,4.53,3449900,15666576.0
2025-01-02 14:30:00,600120,2025-01-02,14:30:00,15,4.53,4.55,4.51,4.52,3944300,17838592.0
2025-01-02 14:45:00,600120,2025-01-02,14:45:00,15,4.52,4.53,4.47,4.47,4992500,22396960.0
2025-01-02 15:00:00,600120,2025-01-02,15:00:00,15,4.47,4.53,4.47,4.53,3951400,17743200.0
2025-01-03 09:45:00,600120,2025-01-03,09:45:00,15,4.54,4.55,4.47,4.48,6299700,28336688.0
2025-01-03 10:00:00,600120,2025-01-03,10:00:00,15,4.48,4.49,4.44,4.48,5492200,24502530.0
2025-01-03 10:15:00,600120,2025-01-03,10:15:00,15,4.48,4.49,4.45,4.48,3582500,16008148.0
2025-01-03 10:30:00,600120,2025-01-03,10:30:00,15,4.48,4.52,4.48,4.52,2468200,11106944.0
2025-01-03 10:45:00,600120,2025-01-03,10:45:00,15,4.51,4.52,4.47,4.47,1447100,6498592.0
2025-01-03 11:00:00,600120,2025-01-03,11:00:00,15,4.47,4.49,4.47,4.47,851400,3812232.0
